[2026-01-16T23:32:47.464Z] 
=== Starting validation for: boy.zip ===
[2026-01-16T23:32:47.465Z] ZIP file size: 1MB
[2026-01-16T23:32:47.699Z] Found assets folder content
[2026-01-16T23:32:47.700Z] Checking: assets/minecraft/models/workshop_six/mushrooms/brown_mushroom_large.json (isDirectory: false)
[2026-01-16T23:32:47.700Z] Found assets folder content
[2026-01-16T23:32:47.700Z] Checking: assets/minecraft/models/workshop_six/mushrooms/brown_mushroom_medium.json (isDirectory: false)
[2026-01-16T23:32:47.700Z] Found assets folder content
[2026-01-16T23:32:47.701Z] Checking: assets/minecraft/models/workshop_six/mushrooms/brown_mushroom_small.json (isDirectory: false)
[2026-01-16T23:32:47.701Z] Found assets folder content
[2026-01-16T23:32:47.701Z] Checking: assets/minecraft/models/workshop_six/mushrooms/brown_mushroom_tiny.json (isDirectory: false)
[2026-01-16T23:32:47.702Z] Found assets folder content
[2026-01-16T23:32:47.702Z] Checking: assets/minecraft/models/workshop_six/mushrooms/red_mushroom_giant.json (isDirectory: false)
[2026-01-16T23:32:47.702Z] Found assets folder content
[2026-01-16T23:32:47.702Z] Checking: assets/minecraft/models/workshop_six/mushrooms/red_mushroom_large.json (isDirectory: false)
[2026-01-16T23:32:47.703Z] Found assets folder content
[2026-01-16T23:32:47.703Z] Checking: assets/minecraft/models/workshop_six/mushrooms/red_mushroom_medium.json (isDirectory: false)
[2026-01-16T23:32:47.703Z] Found assets folder content
[2026-01-16T23:32:47.703Z] Checking: assets/minecraft/models/workshop_six/mushrooms/red_mushroom_small.json (isDirectory: false)
[2026-01-16T23:32:47.704Z] Found assets folder content
[2026-01-16T23:32:47.704Z] Checking: assets/minecraft/models/workshop_six/mushrooms/red_mushroom_tiny.json (isDirectory: false)
[2026-01-16T23:32:47.704Z] Found assets folder content
[2026-01-16T23:32:47.704Z] Checking: assets/minecraft/models/workshop_six/quest_board_minipack/quest_board.json (isDirectory: false)
[2026-01-16T23:32:47.705Z] Found assets folder content
[2026-01-16T23:32:47.705Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/big_rock.json (isDirectory: false)
[2026-01-16T23:32:47.705Z] Found assets folder content
[2026-01-16T23:32:47.705Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/medium_rock.json (isDirectory: false)
[2026-01-16T23:32:47.706Z] Found assets folder content
[2026-01-16T23:32:47.706Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/pebbles_1.json (isDirectory: false)
[2026-01-16T23:32:47.706Z] Found assets folder content
[2026-01-16T23:32:47.706Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/pebbles_2.json (isDirectory: false)
[2026-01-16T23:32:47.707Z] Found assets folder content
[2026-01-16T23:32:47.707Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/pebbles_3.json (isDirectory: false)
[2026-01-16T23:32:47.707Z] Found assets folder content
[2026-01-16T23:32:47.707Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/pebbles_4.json (isDirectory: false)
[2026-01-16T23:32:47.707Z] Found assets folder content
[2026-01-16T23:32:47.708Z] Checking: assets/minecraft/models/workshop_six/rocks_pebbles/small_rock.json (isDirectory: false)
[2026-01-16T23:32:47.708Z] Found assets folder content
[2026-01-16T23:32:47.708Z] Checking: assets/minecraft/models/workshop_six/shipping_containers_minipack/shipping_crate_gray.json (isDirectory: false)
[2026-01-16T23:32:47.708Z] Found assets folder content
[2026-01-16T23:32:47.708Z] Checking: assets/minecraft/models/workshop_six/shipping_containers_minipack/shipping_crate_green.json (isDirectory: false)
[2026-01-16T23:32:47.708Z] Found assets folder content
[2026-01-16T23:32:47.709Z] Checking: assets/minecraft/models/workshop_six/shipping_containers_minipack/shipping_crate_orange.json (isDirectory: false)
[2026-01-16T23:32:47.709Z] Found assets folder content
[2026-01-16T23:32:47.709Z] Checking: assets/minecraft/models/workshop_six/signposts_minipack/signpost.json (isDirectory: false)
[2026-01-16T23:32:47.709Z] Found assets folder content
[2026-01-16T23:32:47.710Z] Checking: assets/minecraft/models/workshop_six/signposts_minipack/small_signpost_left.json (isDirectory: false)
[2026-01-16T23:32:47.710Z] Found assets folder content
[2026-01-16T23:32:47.710Z] Checking: assets/minecraft/models/workshop_six/signposts_minipack/small_signpost_right.json (isDirectory: false)
[2026-01-16T23:32:47.710Z] Found assets folder content
[2026-01-16T23:32:47.710Z] Checking: assets/minecraft/models/workshop_six/streetlamps/streetlamp.json (isDirectory: false)
[2026-01-16T23:32:47.711Z] Found assets folder content
[2026-01-16T23:32:47.711Z] Checking: assets/minecraft/models/workshop_six/streetlamps/streetlamp_banners.json (isDirectory: false)
[2026-01-16T23:32:47.711Z] Found assets folder content
[2026-01-16T23:32:47.711Z] Checking: assets/minecraft/models/workshop_six/streetlamps/streetlamp_planters.json (isDirectory: false)
[2026-01-16T23:32:47.712Z] Found assets folder content
[2026-01-16T23:32:47.712Z] Checking: assets/minecraft/models/workshop_six/streetlamps/streetlamp_wall.json (isDirectory: false)
[2026-01-16T23:32:47.713Z] Found assets folder content
[2026-01-16T23:32:47.713Z] Checking: assets/minecraft/models/workshop_six/streetlamps/streetlamp_wall_banner.json (isDirectory: false)
[2026-01-16T23:32:47.713Z] Found assets folder content
[2026-01-16T23:32:47.713Z] Checking: assets/minecraft/models/workshop_six/streetlamps/streetlamp_wall_planter.json (isDirectory: false)
[2026-01-16T23:32:47.714Z] Found assets folder content
[2026-01-16T23:32:47.714Z] Checking: assets/minecraft/models/workshop_six/tents_minipack/tent_1.json (isDirectory: false)
[2026-01-16T23:32:47.714Z] Found assets folder content
[2026-01-16T23:32:47.715Z] Checking: assets/minecraft/models/workshop_six/tents_minipack/tent_1_dyeable.json (isDirectory: false)
[2026-01-16T23:32:47.715Z] Found assets folder content
[2026-01-16T23:32:47.715Z] Checking: assets/minecraft/models/workshop_six/tents_minipack/tent_2.json (isDirectory: false)
[2026-01-16T23:32:47.715Z] Found assets folder content
[2026-01-16T23:32:47.716Z] Checking: assets/minecraft/models/workshop_six/tents_minipack/tent_2_dyeable.json (isDirectory: false)
[2026-01-16T23:32:47.716Z] Found assets folder content
[2026-01-16T23:32:47.716Z] Checking: assets/minecraft/models/workshop_six/tombstones_minipack/tombstone_1.json (isDirectory: false)
[2026-01-16T23:32:47.716Z] Found assets folder content
[2026-01-16T23:32:47.716Z] Checking: assets/minecraft/models/workshop_six/tombstones_minipack/tombstone_2.json (isDirectory: false)
[2026-01-16T23:32:47.717Z] Found assets folder content
[2026-01-16T23:32:47.717Z] Checking: assets/minecraft/models/workshop_six/tombstones_minipack/tombstone_3.json (isDirectory: false)
[2026-01-16T23:32:47.717Z] Found assets folder content
[2026-01-16T23:32:47.717Z] Checking: assets/minecraft/models/workshop_six/torches_braziers/brazier_stone_short.json (isDirectory: false)
[2026-01-16T23:32:47.718Z] Found assets folder content
[2026-01-16T23:32:47.718Z] Checking: assets/minecraft/models/workshop_six/torches_braziers/brazier_stone_tall.json (isDirectory: false)
[2026-01-16T23:32:47.718Z] Found assets folder content
[2026-01-16T23:32:47.719Z] Checking: assets/minecraft/models/workshop_six/torches_braziers/torch_cross.json (isDirectory: false)
[2026-01-16T23:32:47.719Z] Found assets folder content
[2026-01-16T23:32:47.719Z] Checking: assets/minecraft/models/workshop_six/torches_braziers/torch_log.json (isDirectory: false)
[2026-01-16T23:32:47.719Z] Found assets folder content
[2026-01-16T23:32:47.720Z] Checking: assets/minecraft/models/workshop_six/torches_braziers/torch_standing.json (isDirectory: false)
[2026-01-16T23:32:47.720Z] Found assets folder content
[2026-01-16T23:32:47.720Z] Checking: assets/minecraft/models/workshop_six/torches_braziers/torch_wall.json (isDirectory: false)
[2026-01-16T23:32:47.720Z] Found assets folder content
[2026-01-16T23:32:47.720Z] Checking: assets/minecraft/models/phoenix_crossbow.json (isDirectory: false)
[2026-01-16T23:32:47.721Z] Found assets folder content
[2026-01-16T23:32:47.721Z] Checking: assets/minecraft/models/item/paper.json (isDirectory: false)
[2026-01-16T23:32:47.721Z] Found assets folder content
[2026-01-16T23:32:47.722Z] Checking: assets/minecraft/models/ashen_oak_trapdoor.json (isDirectory: false)
[2026-01-16T23:32:47.722Z] Found assets folder content
[2026-01-16T23:32:47.722Z] Checking: assets/minecraft/models/ashen_oak_slab.json (isDirectory: false)
[2026-01-16T23:32:47.722Z] Found assets folder content
[2026-01-16T23:32:47.722Z] Checking: assets/minecraft/models/ashen_oak_stair.json (isDirectory: false)
[2026-01-16T23:32:47.722Z] Found assets folder content
[2026-01-16T23:32:47.723Z] Checking: assets/minecraft/models/ashen_oak_leaves.json (isDirectory: false)
[2026-01-16T23:32:47.723Z] Found assets folder content
[2026-01-16T23:32:47.723Z] Checking: assets/minecraft/models/ashen_oak_door.json (isDirectory: false)
[2026-01-16T23:32:47.723Z] Found assets folder content
[2026-01-16T23:32:47.723Z] Checking: assets/minecraft/models/ashen_oak_door_placed.json (isDirectory: false)
[2026-01-16T23:32:47.723Z] Found assets folder content
[2026-01-16T23:32:47.724Z] Checking: assets/minecraft/models/ashen_oak_sapling.json (isDirectory: false)
[2026-01-16T23:32:47.724Z] Found assets folder content
[2026-01-16T23:32:47.724Z] Checking: assets/minecraft/models/ashen_oak_log.json (isDirectory: false)
[2026-01-16T23:32:47.724Z] Found assets folder content
[2026-01-16T23:32:47.724Z] Checking: assets/minecraft/models/ashen_oak_planks.json (isDirectory: false)
[2026-01-16T23:32:47.725Z] Found assets folder content
[2026-01-16T23:32:47.725Z] Checking: assets/minecraft/models/next_page_icon.json (isDirectory: false)
[2026-01-16T23:32:47.725Z] Found assets folder content
[2026-01-16T23:32:47.725Z] Checking: assets/minecraft/models/previous_page_icon.json (isDirectory: false)
[2026-01-16T23:32:47.725Z] Found assets folder content
[2026-01-16T23:32:47.725Z] Checking: assets/minecraft/models/cancel_icon.json (isDirectory: false)
[2026-01-16T23:32:47.726Z] Found assets folder content
[2026-01-16T23:32:47.726Z] Checking: assets/minecraft/models/directory_icon.json (isDirectory: false)
[2026-01-16T23:32:47.726Z] Found assets folder content
[2026-01-16T23:32:47.726Z] Checking: assets/minecraft/models/forest_llama_armor.json (isDirectory: false)
[2026-01-16T23:32:47.726Z] Found assets folder content
[2026-01-16T23:32:47.727Z] Checking: assets/minecraft/models/item/chainmail_helmet.json (isDirectory: false)
[2026-01-16T23:32:47.727Z] Found assets folder content
[2026-01-16T23:32:47.727Z] Checking: assets/minecraft/models/item/chainmail_chestplate.json (isDirectory: false)
[2026-01-16T23:32:47.727Z] Found assets folder content
[2026-01-16T23:32:47.727Z] Checking: assets/minecraft/models/forest_chestplate.json (isDirectory: false)
[2026-01-16T23:32:47.727Z] Found assets folder content
[2026-01-16T23:32:47.728Z] Checking: assets/minecraft/models/item/chainmail_leggings.json (isDirectory: false)
[2026-01-16T23:32:47.728Z] Found assets folder content
[2026-01-16T23:32:47.728Z] Checking: assets/minecraft/models/forest_leggings.json (isDirectory: false)
[2026-01-16T23:32:47.728Z] Found assets folder content
[2026-01-16T23:32:47.728Z] Checking: assets/minecraft/models/item/chainmail_boots.json (isDirectory: false)
[2026-01-16T23:32:47.729Z] Found assets folder content
[2026-01-16T23:32:47.729Z] Checking: assets/minecraft/models/forest_boots.json (isDirectory: false)
[2026-01-16T23:32:47.729Z] Found assets folder content
[2026-01-16T23:32:47.729Z] Checking: assets/minecraft/models/item/elytra.json (isDirectory: false)
[2026-01-16T23:32:47.729Z] Found assets folder content
[2026-01-16T23:32:47.729Z] Checking: assets/minecraft/models/forest_elytra.json (isDirectory: false)
[2026-01-16T23:32:47.730Z] Found assets folder content
[2026-01-16T23:32:47.730Z] Checking: assets/minecraft/models/item/wolf_armor.json (isDirectory: false)
[2026-01-16T23:32:47.730Z] Found assets folder content
[2026-01-16T23:32:47.730Z] Checking: assets/minecraft/models/forest_wolf_armor.json (isDirectory: false)
[2026-01-16T23:32:47.730Z] Found assets folder content
[2026-01-16T23:32:47.730Z] Checking: assets/minecraft/models/item/diamond_horse_armor.json (isDirectory: false)
[2026-01-16T23:32:47.731Z] Found assets folder content
[2026-01-16T23:32:47.731Z] Checking: assets/minecraft/models/forest_horse_armor.json (isDirectory: false)
[2026-01-16T23:32:47.731Z] Found assets folder content
[2026-01-16T23:32:47.731Z] Checking: assets/minecraft/models/item/netherite_axe.json (isDirectory: false)
[2026-01-16T23:32:47.731Z] Found assets folder content
[2026-01-16T23:32:47.732Z] Checking: assets/minecraft/models/item/netherite_hoe.json (isDirectory: false)
[2026-01-16T23:32:47.732Z] Found assets folder content
[2026-01-16T23:32:47.732Z] Checking: assets/minecraft/models/item/netherite_pickaxe.json (isDirectory: false)
[2026-01-16T23:32:47.732Z] Found assets folder content
[2026-01-16T23:32:47.732Z] Checking: assets/minecraft/models/item/netherite_shovel.json (isDirectory: false)
[2026-01-16T23:32:47.732Z] Found assets folder content
[2026-01-16T23:32:47.733Z] Checking: assets/minecraft/models/item/netherite_sword.json (isDirectory: false)
[2026-01-16T23:32:47.733Z] Found assets folder content
[2026-01-16T23:32:47.733Z] Checking: assets/minecraft/models/item/shield.json (isDirectory: false)
[2026-01-16T23:32:47.733Z] Found assets folder content
[2026-01-16T23:32:47.733Z] Checking: assets/minecraft/models/item/trident.json (isDirectory: false)
[2026-01-16T23:32:47.733Z] Found assets folder content
[2026-01-16T23:32:47.734Z] Checking: assets/minecraft/models/item/leather_horse_armor.json (isDirectory: false)
[2026-01-16T23:32:47.734Z] Found assets folder content
[2026-01-16T23:32:47.734Z] Checking: assets/minecraft/models/block/ashen_oak_stair.json (isDirectory: false)
[2026-01-16T23:32:47.734Z] Found assets folder content
[2026-01-16T23:32:47.734Z] Checking: assets/minecraft/models/block/ashen_oak_stair_inner.json (isDirectory: false)
[2026-01-16T23:32:47.734Z] Found assets folder content
[2026-01-16T23:32:47.735Z] Checking: assets/minecraft/models/block/ashen_oak_stair_outer.json (isDirectory: false)
[2026-01-16T23:32:47.735Z] Found assets folder content
[2026-01-16T23:32:47.735Z] Checking: assets/minecraft/models/block/ashen_oak_slab.json (isDirectory: false)
[2026-01-16T23:32:47.735Z] Found assets folder content
[2026-01-16T23:32:47.735Z] Checking: assets/minecraft/models/block/ashen_oak_slab_top.json (isDirectory: false)
[2026-01-16T23:32:47.735Z] Found assets folder content
[2026-01-16T23:32:47.736Z] Checking: assets/minecraft/models/block/ashen_oak_double_slab.json (isDirectory: false)
[2026-01-16T23:32:47.736Z] Found assets folder content
[2026-01-16T23:32:47.736Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_bottom_left.json (isDirectory: false)
[2026-01-16T23:32:47.736Z] Found assets folder content
[2026-01-16T23:32:47.736Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_bottom_left_open.json (isDirectory: false)
[2026-01-16T23:32:47.737Z] Found assets folder content
[2026-01-16T23:32:47.737Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_bottom_right.json (isDirectory: false)
[2026-01-16T23:32:47.737Z] Found assets folder content
[2026-01-16T23:32:47.737Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_bottom_right_open.json (isDirectory: false)
[2026-01-16T23:32:47.737Z] Found assets folder content
[2026-01-16T23:32:47.737Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_top_left.json (isDirectory: false)
[2026-01-16T23:32:47.738Z] Found assets folder content
[2026-01-16T23:32:47.738Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_top_left_open.json (isDirectory: false)
[2026-01-16T23:32:47.738Z] Found assets folder content
[2026-01-16T23:32:47.738Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_top_right.json (isDirectory: false)
[2026-01-16T23:32:47.738Z] Found assets folder content
[2026-01-16T23:32:47.738Z] Checking: assets/minecraft/models/block/ashen_oak_door_placed_top_right_open.json (isDirectory: false)
[2026-01-16T23:32:47.738Z] Found assets folder content
[2026-01-16T23:32:47.739Z] Checking: assets/minecraft/models/block/ashen_oak_trapdoor_bottom.json (isDirectory: false)
[2026-01-16T23:32:47.739Z] Found assets folder content
[2026-01-16T23:32:47.739Z] Checking: assets/minecraft/models/block/ashen_oak_trapdoor_open.json (isDirectory: false)
[2026-01-16T23:32:47.739Z] Found assets folder content
[2026-01-16T23:32:47.739Z] Checking: assets/minecraft/models/block/ashen_oak_trapdoor_top.json (isDirectory: false)
[2026-01-16T23:32:47.740Z] Found assets folder content
[2026-01-16T23:32:47.740Z] Checking: assets/minecraft/lang/af_za.json (isDirectory: false)
[2026-01-16T23:32:47.740Z] Found assets folder content
[2026-01-16T23:32:47.740Z] Checking: assets/minecraft/lang/ar_sa.json (isDirectory: false)
[2026-01-16T23:32:47.740Z] Found assets folder content
[2026-01-16T23:32:47.740Z] Checking: assets/minecraft/lang/ast_es.json (isDirectory: false)
[2026-01-16T23:32:47.741Z] Found assets folder content
[2026-01-16T23:32:47.741Z] Checking: assets/minecraft/lang/az_az.json (isDirectory: false)
[2026-01-16T23:32:47.741Z] Found assets folder content
[2026-01-16T23:32:47.741Z] Checking: assets/minecraft/lang/ba_ru.json (isDirectory: false)
[2026-01-16T23:32:47.741Z] Found assets folder content
[2026-01-16T23:32:47.741Z] Checking: assets/minecraft/lang/bar.json (isDirectory: false)
[2026-01-16T23:32:47.741Z] Found assets folder content
[2026-01-16T23:32:47.742Z] Checking: assets/minecraft/lang/be_by.json (isDirectory: false)
[2026-01-16T23:32:47.742Z] Found assets folder content
[2026-01-16T23:32:47.742Z] Checking: assets/minecraft/lang/be_latn.json (isDirectory: false)
[2026-01-16T23:32:47.742Z] Found assets folder content
[2026-01-16T23:32:47.742Z] Checking: assets/minecraft/lang/bg_bg.json (isDirectory: false)
[2026-01-16T23:32:47.743Z] Found assets folder content
[2026-01-16T23:32:47.743Z] Checking: assets/minecraft/lang/br_fr.json (isDirectory: false)
[2026-01-16T23:32:47.743Z] Found assets folder content
[2026-01-16T23:32:47.743Z] Checking: assets/minecraft/lang/brb.json (isDirectory: false)
[2026-01-16T23:32:47.743Z] Found assets folder content
[2026-01-16T23:32:47.743Z] Checking: assets/minecraft/lang/bs_ba.json (isDirectory: false)
[2026-01-16T23:32:47.744Z] Found assets folder content
[2026-01-16T23:32:47.744Z] Checking: assets/minecraft/lang/ca_es.json (isDirectory: false)
[2026-01-16T23:32:47.744Z] Found assets folder content
[2026-01-16T23:32:47.744Z] Checking: assets/minecraft/lang/cs_cz.json (isDirectory: false)
[2026-01-16T23:32:47.744Z] Found assets folder content
[2026-01-16T23:32:47.744Z] Checking: assets/minecraft/lang/cy_gb.json (isDirectory: false)
[2026-01-16T23:32:47.745Z] Found assets folder content
[2026-01-16T23:32:47.745Z] Checking: assets/minecraft/lang/da_dk.json (isDirectory: false)
[2026-01-16T23:32:47.745Z] Found assets folder content
[2026-01-16T23:32:47.745Z] Checking: assets/minecraft/lang/de_at.json (isDirectory: false)
[2026-01-16T23:32:47.745Z] Found assets folder content
[2026-01-16T23:32:47.745Z] Checking: assets/minecraft/lang/de_ch.json (isDirectory: false)
[2026-01-16T23:32:47.746Z] Found assets folder content
[2026-01-16T23:32:47.746Z] Checking: assets/minecraft/lang/de_de.json (isDirectory: false)
[2026-01-16T23:32:47.746Z] Found assets folder content
[2026-01-16T23:32:47.746Z] Checking: assets/minecraft/lang/deprecated.json (isDirectory: false)
[2026-01-16T23:32:47.746Z] Found assets folder content
[2026-01-16T23:32:47.746Z] Checking: assets/minecraft/lang/el_gr.json (isDirectory: false)
[2026-01-16T23:32:47.746Z] Found assets folder content
[2026-01-16T23:32:47.747Z] Checking: assets/minecraft/lang/en_au.json (isDirectory: false)
[2026-01-16T23:32:47.747Z] Found assets folder content
[2026-01-16T23:32:47.747Z] Checking: assets/minecraft/lang/en_ca.json (isDirectory: false)
[2026-01-16T23:32:47.747Z] Found assets folder content
[2026-01-16T23:32:47.747Z] Checking: assets/minecraft/lang/en_gb.json (isDirectory: false)
[2026-01-16T23:32:47.748Z] Found assets folder content
[2026-01-16T23:32:47.748Z] Checking: assets/minecraft/lang/en_nz.json (isDirectory: false)
[2026-01-16T23:32:47.748Z] Found assets folder content
[2026-01-16T23:32:47.748Z] Checking: assets/minecraft/lang/en_pt.json (isDirectory: false)
[2026-01-16T23:32:47.749Z] Found assets folder content
[2026-01-16T23:32:47.749Z] Checking: assets/minecraft/lang/en_ud.json (isDirectory: false)
[2026-01-16T23:32:47.749Z] Found assets folder content
[2026-01-16T23:32:47.749Z] Checking: assets/minecraft/lang/en_us.json (isDirectory: false)
[2026-01-16T23:32:47.749Z] Found assets folder content
[2026-01-16T23:32:47.749Z] Checking: assets/minecraft/lang/enp.json (isDirectory: false)
[2026-01-16T23:32:47.750Z] Found assets folder content
[2026-01-16T23:32:47.750Z] Checking: assets/minecraft/lang/enws.json (isDirectory: false)
[2026-01-16T23:32:47.750Z] Found assets folder content
[2026-01-16T23:32:47.750Z] Checking: assets/minecraft/lang/eo_uy.json (isDirectory: false)
[2026-01-16T23:32:47.750Z] Found assets folder content
[2026-01-16T23:32:47.750Z] Checking: assets/minecraft/lang/es_ar.json (isDirectory: false)
[2026-01-16T23:32:47.750Z] Found assets folder content
[2026-01-16T23:32:47.751Z] Checking: assets/minecraft/lang/es_cl.json (isDirectory: false)
[2026-01-16T23:32:47.751Z] Found assets folder content
[2026-01-16T23:32:47.751Z] Checking: assets/minecraft/lang/es_ec.json (isDirectory: false)
[2026-01-16T23:32:47.751Z] Found assets folder content
[2026-01-16T23:32:47.751Z] Checking: assets/minecraft/lang/es_es.json (isDirectory: false)
[2026-01-16T23:32:47.752Z] Found assets folder content
[2026-01-16T23:32:47.752Z] Checking: assets/minecraft/lang/es_mx.json (isDirectory: false)
[2026-01-16T23:32:47.752Z] Found assets folder content
[2026-01-16T23:32:47.752Z] Checking: assets/minecraft/lang/es_uy.json (isDirectory: false)
[2026-01-16T23:32:47.752Z] Found assets folder content
[2026-01-16T23:32:47.753Z] Checking: assets/minecraft/lang/es_ve.json (isDirectory: false)
[2026-01-16T23:32:47.753Z] Found assets folder content
[2026-01-16T23:32:47.753Z] Checking: assets/minecraft/lang/esan.json (isDirectory: false)
[2026-01-16T23:32:47.753Z] Found assets folder content
[2026-01-16T23:32:47.754Z] Checking: assets/minecraft/lang/et_ee.json (isDirectory: false)
[2026-01-16T23:32:47.754Z] Found assets folder content
[2026-01-16T23:32:47.754Z] Checking: assets/minecraft/lang/eu_es.json (isDirectory: false)
[2026-01-16T23:32:47.755Z] Found assets folder content
[2026-01-16T23:32:47.755Z] Checking: assets/minecraft/lang/fa_ir.json (isDirectory: false)
[2026-01-16T23:32:47.755Z] Found assets folder content
[2026-01-16T23:32:47.755Z] Checking: assets/minecraft/lang/fi_fi.json (isDirectory: false)
[2026-01-16T23:32:47.755Z] Found assets folder content
[2026-01-16T23:32:47.755Z] Checking: assets/minecraft/lang/fil_ph.json (isDirectory: false)
[2026-01-16T23:32:47.755Z] Found assets folder content
[2026-01-16T23:32:47.756Z] Checking: assets/minecraft/lang/fo_fo.json (isDirectory: false)
[2026-01-16T23:32:47.756Z] Found assets folder content
[2026-01-16T23:32:47.756Z] Checking: assets/minecraft/lang/fr_ca.json (isDirectory: false)
[2026-01-16T23:32:47.756Z] Found assets folder content
[2026-01-16T23:32:47.756Z] Checking: assets/minecraft/lang/fr_fr.json (isDirectory: false)
[2026-01-16T23:32:47.756Z] Found assets folder content
[2026-01-16T23:32:47.757Z] Checking: assets/minecraft/lang/fra_de.json (isDirectory: false)
[2026-01-16T23:32:47.757Z] Found assets folder content
[2026-01-16T23:32:47.757Z] Checking: assets/minecraft/lang/fur_it.json (isDirectory: false)
[2026-01-16T23:32:47.757Z] Found assets folder content
[2026-01-16T23:32:47.757Z] Checking: assets/minecraft/lang/fy_nl.json (isDirectory: false)
[2026-01-16T23:32:47.757Z] Found assets folder content
[2026-01-16T23:32:47.758Z] Checking: assets/minecraft/lang/ga_ie.json (isDirectory: false)
[2026-01-16T23:32:47.758Z] Found assets folder content
[2026-01-16T23:32:47.758Z] Checking: assets/minecraft/lang/gd_gb.json (isDirectory: false)
[2026-01-16T23:32:47.758Z] Found assets folder content
[2026-01-16T23:32:47.759Z] Checking: assets/minecraft/lang/gl_es.json (isDirectory: false)
[2026-01-16T23:32:47.759Z] Found assets folder content
[2026-01-16T23:32:47.759Z] Checking: assets/minecraft/lang/hal_ua.json (isDirectory: false)
[2026-01-16T23:32:47.760Z] Found assets folder content
[2026-01-16T23:32:47.760Z] Checking: assets/minecraft/lang/haw_us.json (isDirectory: false)
[2026-01-16T23:32:47.760Z] Found assets folder content
[2026-01-16T23:32:47.760Z] Checking: assets/minecraft/lang/he_il.json (isDirectory: false)
[2026-01-16T23:32:47.760Z] Found assets folder content
[2026-01-16T23:32:47.761Z] Checking: assets/minecraft/lang/hi_in.json (isDirectory: false)
[2026-01-16T23:32:47.761Z] Found assets folder content
[2026-01-16T23:32:47.761Z] Checking: assets/minecraft/lang/hn_no.json (isDirectory: false)
[2026-01-16T23:32:47.761Z] Found assets folder content
[2026-01-16T23:32:47.761Z] Checking: assets/minecraft/lang/hr_hr.json (isDirectory: false)
[2026-01-16T23:32:47.762Z] Found assets folder content
[2026-01-16T23:32:47.762Z] Checking: assets/minecraft/lang/hu_hu.json (isDirectory: false)
[2026-01-16T23:32:47.762Z] Found assets folder content
[2026-01-16T23:32:47.762Z] Checking: assets/minecraft/lang/hy_am.json (isDirectory: false)
[2026-01-16T23:32:47.762Z] Found assets folder content
[2026-01-16T23:32:47.762Z] Checking: assets/minecraft/lang/id_id.json (isDirectory: false)
[2026-01-16T23:32:47.763Z] Found assets folder content
[2026-01-16T23:32:47.763Z] Checking: assets/minecraft/lang/ig_ng.json (isDirectory: false)
[2026-01-16T23:32:47.763Z] Found assets folder content
[2026-01-16T23:32:47.763Z] Checking: assets/minecraft/lang/io_en.json (isDirectory: false)
[2026-01-16T23:32:47.763Z] Found assets folder content
[2026-01-16T23:32:47.763Z] Checking: assets/minecraft/lang/is_is.json (isDirectory: false)
[2026-01-16T23:32:47.764Z] Found assets folder content
[2026-01-16T23:32:47.764Z] Checking: assets/minecraft/lang/isv.json (isDirectory: false)
[2026-01-16T23:32:47.764Z] Found assets folder content
[2026-01-16T23:32:47.764Z] Checking: assets/minecraft/lang/it_it.json (isDirectory: false)
[2026-01-16T23:32:47.764Z] Found assets folder content
[2026-01-16T23:32:47.764Z] Checking: assets/minecraft/lang/ja_jp.json (isDirectory: false)
[2026-01-16T23:32:47.765Z] Found assets folder content
[2026-01-16T23:32:47.765Z] Checking: assets/minecraft/lang/jbo_en.json (isDirectory: false)
[2026-01-16T23:32:47.765Z] Found assets folder content
[2026-01-16T23:32:47.765Z] Checking: assets/minecraft/lang/ka_ge.json (isDirectory: false)
[2026-01-16T23:32:47.765Z] Found assets folder content
[2026-01-16T23:32:47.766Z] Checking: assets/minecraft/lang/kk_kz.json (isDirectory: false)
[2026-01-16T23:32:47.766Z] Found assets folder content
[2026-01-16T23:32:47.766Z] Checking: assets/minecraft/lang/kn_in.json (isDirectory: false)
[2026-01-16T23:32:47.766Z] Found assets folder content
[2026-01-16T23:32:47.766Z] Checking: assets/minecraft/lang/ko_kr.json (isDirectory: false)
[2026-01-16T23:32:47.767Z] Found assets folder content
[2026-01-16T23:32:47.767Z] Checking: assets/minecraft/lang/ksh.json (isDirectory: false)
[2026-01-16T23:32:47.767Z] Found assets folder content
[2026-01-16T23:32:47.767Z] Checking: assets/minecraft/lang/kw_gb.json (isDirectory: false)
[2026-01-16T23:32:47.767Z] Found assets folder content
[2026-01-16T23:32:47.767Z] Checking: assets/minecraft/lang/ky_kg.json (isDirectory: false)
[2026-01-16T23:32:47.768Z] Found assets folder content
